#HEADER
CATT-Acoustic v8.0b    Copyright © CATT 1988-2003

 Project                : Aula Optica 

 GEOMETRICAL INFORMATION
 Src id and loc     [m] :   E0           9,400        4,600        1,300
 Rec id and loc     [m] :   05          10,500        1,600        1,200

 05        9,3115

 VARIABLE SOURCE DATA
 Directivity
   Type (library)       :  OMNI.SD0
   Dir. Index (DI) [dB] :       0,0      0,0      0,0      0,0      0,0      0,0      0,0      0,0
 Level
   On axis 1m      [dB] :      48,1     57,1     60,8     61,7     63,4     64,6     64,6     48,2
   Total power     [dB] :      59,0     68,0     71,7     72,6     74,3     75,5     75,5     59,1
   Auxiliary delay [ms] :       0,0

 VARIABLE AIR DATA
 Temperature       [°C] :      20
 Relative humidity  [%] :      50
 Density        [kg/m³] :       1,2
 Sound speed      [m/s] :     343
 Impedance      [Ns/m³] :     412
 Diss. coeff. [0.001/m] :      0,10     0,30     0,63     1,07     2,28     6,83    24,23    83,90      (estimated)

#DATAFIELDS
 TYPE DELAY ORDER AZIMUTH ELEVATION SPL125 SPL250 SPL500 SPL1K SPL2K SPL4K SPL8K SPL16K
#DATA
d	     0,0000	 0	 37,12	 88,56	  38,0	  47,0	  50,7	  51,6	  53,3	  54,4	  54,2	  36,9
s	     2,5056	 1	 36,75	128,39	  35,3	  44,4	  48,1	  49,0	  50,7	  51,8	  51,4	  34,0
*	    38,9551	 1	334,13	 97,64	 -11,1	  -1,9	   1,8	   2,6	   4,2	   5,1	   3,8	 -16,9
*	    31,0943	 1	317,96	 99,69	  -6,5	   2,7	   6,4	   7,2	   8,8	   9,8	   8,7	 -11,3
*	    29,0229	 1	293,08	101,31	  -4,9	   4,2	   7,9	   8,7	  10,4	  11,3	  10,3	  -9,5
*	    27,7226	 1	351,86	 99,50	  -4,0	   5,2	   8,9	   9,7	  11,3	  12,3	  11,3	  -8,4
*	    16,9613	 1	337,62	104,37	   4,8	  13,9	  17,6	  18,5	  20,1	  21,2	  20,4	   1,7
*	    13,6264	 1	300,86	111,91	   8,8	  18,0	  21,7	  22,5	  24,2	  25,3	  24,6	   6,2
*	    21,5580	 1	 15,66	100,56	   1,4	  10,6	  14,2	  15,1	  16,7	  17,8	  16,9	  -2,3
*	     7,3175	 1	 16,06	108,30	  18,4	  27,5	  31,2	  32,1	  33,7	  34,9	  34,4	  16,5
*	     2,9486	 1	 19,29	146,63	  26,0	  35,1	  38,8	  39,7	  41,4	  42,5	  42,1	  24,6
*	    23,9993	 1	 39,30	 99,88	  -0,5	   8,7	  12,4	  13,2	  14,9	  15,9	  14,9	  -4,4
*	    11,4516	 1	 53,81	104,80	  12,7	  21,8	  25,5	  26,4	  28,0	  29,1	  28,5	  10,3
*	     9,1637	 1	 90,05	112,10	  13,9	  23,1	  26,8	  27,6	  29,3	  30,4	  29,9	  11,8
*	    33,7728	 1	 56,76	 98,30	  -7,7	   1,5	   5,2	   6,0	   7,6	   8,6	   7,4	 -12,8
*	    25,0858	 1	 72,89	100,46	  -1,9	   7,3	  11,0	  11,8	  13,5	  14,5	  13,5	  -5,9
*	    23,4301	 1	 97,40	102,15	  -0,9	   8,2	  11,9	  12,7	  14,4	  15,4	  14,5	  -4,8
*	    46,9347	 1	 68,16	 96,84	 -14,9	  -5,7	  -2,0	  -1,2	   0,4	   1,2	  -0,3	 -21,7
*	    40,5393	 1	 82,27	 97,83	 -11,8	  -2,6	   1,0	   1,9	   3,5	   4,4	   3,0	 -17,8
*	    39,2968	 1	 99,95	 98,41	 -11,3	  -2,1	   1,6	   2,4	   4,0	   4,9	   3,6	 -17,1
s	     3,2570	 1	 37,53	 48,12	  33,2	  42,3	  45,9	  46,5	  48,2	  50,1	  50,1	  31,8
*	    45,0307	 1	289,97	 79,44	 -11,0	  -1,1	   2,8	   3,5	   5,1	   6,8	   5,7	 -13,8
*	    45,7927	 1	308,13	 80,18	 -11,4	  -1,5	   2,3	   3,1	   4,7	   6,3	   5,2	 -14,4
*	    51,1237	 1	322,80	 81,48	 -13,8	  -3,9	  -0,1	   0,7	   2,3	   3,9	   2,6	 -17,4
*	    29,1967	 1	291,47	 74,64	  -1,9	   8,0	  11,9	  12,6	  14,3	  16,0	  15,3	  -2,8
*	    30,3154	 1	317,17	 76,67	  -2,8	   7,1	  10,9	  11,7	  13,3	  15,1	  14,4	  -3,8
*	    37,3702	 1	334,30	 79,53	  -7,0	   2,8	   6,7	   7,5	   9,1	  10,8	   9,9	  -8,9
*	    14,2897	 1	295,97	 61,70	  11,3	  21,2	  25,0	  25,8	  27,5	  29,3	  29,0	  12,2
*	    16,1436	 1	336,49	 70,61	   8,8	  18,6	  22,5	  23,3	  25,0	  26,8	  26,5	   9,5
*	    25,9041	 1	352,37	 77,35	   0,5	  10,4	  14,3	  15,1	  16,7	  18,4	  17,9	   0,1
*	     4,3035	 1	 21,76	 16,52	  26,6	  36,4	  40,3	  41,1	  42,8	  44,7	  44,7	  28,8
*	     6,3922	 1	 17,62	 65,57	  22,9	  32,8	  36,7	  37,4	  39,1	  41,0	  40,9	  24,8
*	    19,4524	 1	 17,32	 76,39	   6,6	  16,5	  20,3	  21,1	  22,8	  24,6	  24,2	   6,9
*	    10,1102	 1	 98,20	 63,16	  15,8	  25,7	  29,6	  30,3	  32,0	  33,9	  33,7	  17,3
*	    10,6888	 1	 58,19	 71,46	  16,6	  26,5	  30,4	  31,2	  32,8	  34,7	  34,5	  18,0
*	    22,0167	 1	 42,13	 77,85	   4,4	  14,3	  18,2	  19,0	  20,6	  22,4	  21,9	   4,4
*	    23,7602	 1	102,53	 75,85	   1,9	  11,8	  15,7	  16,5	  18,1	  19,9	  19,4	   1,7
*	    24,3470	 1	 77,10	 77,71	   1,8	  11,7	  15,6	  16,3	  18,0	  19,8	  19,2	   1,5
*	    32,1002	 1	 60,00	 80,32	  -3,4	   6,4	  10,3	  11,1	  12,7	  14,4	  13,7	  -4,7
*	    39,2287	 1	104,01	 80,60	  -8,1	   1,8	   5,7	   6,4	   8,1	   9,7	   8,8	 -10,2
*	    39,7263	 1	 85,98	 81,25	  -8,2	   1,7	   5,5	   6,3	   7,9	   9,6	   8,6	 -10,4
*	    45,4108	 1	 71,39	 82,41	 -11,0	  -1,1	   2,7	   3,5	   5,1	   6,7	   5,7	 -13,9
s	     8,7143	 2	 36,34	149,26	  29,8	  39,1	  42,7	  43,3	  44,9	  46,8	  46,6	  27,9
s	     9,0315	 1	186,91	 89,02	  30,9	  40,4	  44,3	  45,1	  46,8	  47,7	  47,6	  29,6
*	    13,4010	 1	242,41	 71,03	  16,3	  25,8	  29,6	  30,5	  32,1	  33,1	  32,8	  14,4
*	    13,1089	 1	141,74	 75,10	  15,4	  24,9	  28,7	  29,6	  31,2	  32,2	  31,9	  13,5
s	     9,2156	 2	 37,89	 30,51	  30,1	  39,6	  43,2	  43,8	  45,5	  47,4	  47,2	  29,1
s	    10,4219	 2	187,14	111,58	  29,8	  39,5	  43,3	  44,2	  45,8	  46,8	  46,6	  28,4
*	    44,4515	 1	115,38	 80,59	 -21,0	 -11,9	  -8,2	  -7,3	  -5,7	  -5,0	  -5,3	 -24,8
*	    40,5748	 1	116,11	 79,76	 -19,0	 -10,0	  -6,2	  -5,3	  -3,8	  -3,0	  -3,2	 -22,3
*	    36,7613	 1	116,96	 78,78	 -16,9	  -7,9	  -4,1	  -3,3	  -1,7	  -0,9	  -1,0	 -19,8
*	    33,0271	 1	118,00	 77,61	 -14,7	  -5,7	  -1,9	  -1,0	   0,5	   1,3	   1,3	 -17,1
*	    29,3934	 1	119,27	 76,19	 -12,4	  -3,3	   0,4	   1,3	   2,9	   3,7	   3,8	 -14,3
*	    16,5937	 1	129,50	 65,77	  -1,7	   7,4	  11,1	  12,0	  13,6	  14,5	  15,0	  -2,0
*	    14,1319	 1	135,13	 60,89	   1,2	  10,2	  14,0	  14,9	  16,5	  17,4	  17,9	   1,1
*	    12,1660	 1	144,03	 54,47	   3,9	  12,9	  16,7	  17,6	  19,2	  20,1	  20,7	   4,1
*	    10,8621	 1	159,01	 46,82	   6,1	  15,1	  18,9	  19,8	  21,4	  22,3	  22,9	   6,4
*	    10,4253	 1	183,67	 40,69	   7,2	  16,2	  20,0	  20,9	  22,5	  23,4	  24,0	   7,6
*	    11,0075	 1	214,06	 41,07	   6,5	  15,6	  19,4	  20,2	  21,9	  22,8	  23,4	   6,9
*	    12,5561	 1	237,37	 47,44	   4,3	  13,4	  17,2	  18,0	  19,7	  20,6	  21,1	   4,5
*	    20,7826	 1	265,03	 65,46	  -5,1	   4,0	   7,7	   8,6	  10,2	  11,1	  11,4	  -5,9
*	    24,1615	 1	268,68	 68,95	  -8,0	   1,0	   4,8	   5,6	   7,2	   8,1	   8,3	  -9,3
*	    27,7114	 1	271,33	 71,62	 -10,8	  -1,8	   2,0	   2,9	   4,5	   5,3	   5,4	 -12,6
*	    42,9097	 1	277,10	 77,87	 -20,0	 -11,0	  -7,2	  -6,4	  -4,8	  -4,1	  -4,3	 -23,7
*	    46,8608	 1	277,94	 78,82	 -22,0	 -12,9	  -9,2	  -8,3	  -6,8	  -6,1	  -6,4	 -26,1
s	    10,8808	 2	186,65	 65,20	  28,1	  37,7	  41,5	  42,0	  43,7	  45,4	  45,6	  26,6
*	    14,2373	 1	242,64	117,20	   2,5	  12,0	  15,9	  16,7	  18,3	  19,3	  19,0	   0,5
s	    14,6612	 3	187,40	130,02	  26,4	  36,2	  39,9	  40,5	  42,1	  43,8	  43,8	  24,6
*	    14,9491	 1	261,64	114,47	   2,8	  12,3	  16,1	  17,0	  18,6	  19,5	  19,3	   0,7
s	    15,4275	 3	186,40	 47,78	  27,6	  37,4	  41,3	  42,1	  43,7	  44,5	  44,3	  25,7
s	    15,5097	 3	 35,96	158,32	  27,3	  37,0	  40,7	  41,2	  42,8	  44,7	  44,3	  25,7
s	    16,5935	 3	 38,29	 21,41	  25,4	  35,0	  38,6	  38,8	  40,5	  43,1	  43,1	  23,6
*	    17,8184	 1	122,93	107,09	  -1,5	   8,0	  11,9	  12,7	  14,3	  15,3	  14,9	  -3,9
*	    19,9848	 1	129,30	 69,53	  -1,0	   8,5	  12,3	  13,2	  14,8	  15,7	  15,3	  -3,7
s	    20,1139	 4	187,63	141,37	  24,9	  35,0	  38,9	  39,4	  41,0	  42,8	  42,6	  23,5
*	    21,9549	 1	262,69	106,57	  -5,4	   3,7	   7,6	  11,1	  13,6	  14,4	  13,6	  -5,6
*	    23,8880	 1	264,99	105,11	  -7,1	   2,0	   5,9	   9,4	  11,9	  12,7	  11,9	  -7,5
*	    25,8785	 1	266,90	103,86	  -8,8	   0,4	   4,3	   7,8	  10,3	  11,1	  10,2	  -9,4
*	    21,4560	 1	262,69	100,82	  -5,0	   4,2	   8,0	  11,5	  14,1	  14,9	  14,1	  -5,0
*	    23,4230	 1	264,98	 99,82	  -6,7	   2,5	   6,3	   9,8	  12,3	  13,1	  12,3	  -7,0
*	    25,4435	 1	266,89	 98,97	  -8,4	   0,8	   4,6	   8,1	  10,6	  11,4	  10,5	  -9,0
*	    21,1541	 1	262,68	 94,83	  -4,7	   4,5	   8,3	  11,8	  14,4	  15,2	  14,4	  -4,7
*	    23,1421	 1	264,98	 94,34	  -6,5	   2,7	   6,5	  10,0	  12,6	  13,4	  12,5	  -6,8
*	    25,1810	 1	266,89	 93,93	  -8,2	   1,0	   4,8	   8,3	  10,8	  11,6	  10,7	  -8,7
*	    21,0565	 1	262,67	 88,71	  -4,6	   4,6	   8,4	  11,9	  14,5	  15,3	  14,5	  -4,6
*	    23,0510	 1	264,97	 88,76	  -6,4	   2,8	   6,6	  10,1	  12,6	  13,5	  12,6	  -6,7
*	    25,0957	 1	266,89	 88,82	  -8,1	   1,1	   4,9	   8,4	  10,9	  11,7	  10,8	  -8,6
*	    21,1653	 1	262,66	 82,61	  -4,7	   4,5	   8,3	  11,8	  14,3	  15,2	  14,4	  -4,7
*	    23,1515	 1	264,97	 83,20	  -6,5	   2,7	   6,5	  10,0	  12,5	  13,4	  12,5	  -6,8
*	    25,1889	 1	266,89	 83,72	  -8,2	   1,0	   4,8	   8,3	  10,8	  11,6	  10,7	  -8,7
*	    21,4776	 1	262,65	 76,65	  -5,0	   4,2	   8,0	  11,5	  14,0	  14,9	  14,1	  -5,1
*	    23,4411	 1	264,96	 77,76	  -6,8	   2,4	   6,2	   9,8	  12,3	  13,1	  12,2	  -7,1
*	    25,4588	 1	266,88	 78,71	  -8,4	   0,8	   4,6	   8,1	  10,6	  11,4	  10,5	  -9,0
s	    21,4998	 4	186,14	 36,47	  24,0	  33,8	  37,7	  38,2	  39,7	  41,3	  41,3	  21,4
s	    23,2143	 4	 35,54	163,71	  23,2	  33,0	  36,6	  36,8	  38,4	  41,1	  40,8	  20,7
s	    23,7729	 4	 38,65	 16,69	  23,6	  33,5	  37,2	  37,4	  39,0	  41,7	  41,4	  22,1
s	    26,8505	 5	187,89	149,45	  21,3	  31,6	  35,4	  35,5	  37,1	  39,6	  39,6	  19,2
s	    26,9489	 1	 22,05	 89,76	  25,0	  34,0	  37,8	  38,7	  40,3	  41,1	  40,0	  19,6
*	    41,1921	 1	 57,33	 93,20	  -1,2	   7,8	  11,6	  12,4	  14,0	  14,7	  14,5	  -4,7
*	    35,7098	 1	 50,51	 93,41	   1,9	  10,9	  14,7	  15,6	  17,1	  17,9	  17,9	  -0,8
*	    31,2592	 1	 42,41	 93,60	   4,8	  13,8	  17,6	  18,5	  20,0	  20,8	  20,9	   2,6
*	    31,4867	 1	 42,48	 83,95	   4,6	  13,7	  17,4	  18,3	  19,9	  20,7	  20,7	   2,4
*	    28,2548	 1	 33,07	 93,73	   6,9	  15,9	  19,7	  20,6	  22,2	  23,0	  23,1	   5,1
*	    28,5014	 1	 33,16	 83,47	   6,7	  15,8	  19,5	  20,4	  22,0	  22,8	  22,9	   4,9
*	    27,0996	 1	 22,76	 93,76	   7,7	  16,7	  20,5	  21,4	  23,0	  23,8	  24,0	   6,0
*	    27,3536	 1	 22,86	 83,14	   7,5	  16,5	  20,3	  21,2	  22,8	  23,6	  23,8	   5,8
*	    27,9511	 1	 12,07	 93,66	   6,9	  15,9	  19,7	  20,6	  22,2	  23,0	  23,1	   5,1
*	    28,1980	 1	 12,18	 83,03	   6,7	  15,8	  19,5	  20,4	  22,0	  22,8	  23,0	   4,9
*	    30,6157	 1	  1,70	 93,46	   4,9	  13,9	  17,7	  18,6	  20,1	  20,9	  21,0	   2,8
*	    30,8450	 1	  1,80	 83,14	   4,7	  13,8	  17,5	  18,4	  20,0	  20,8	  20,9	   2,6
*	    34,7142	 1	352,26	 93,15	   2,2	  11,2	  15,0	  15,8	  17,4	  18,2	  18,2	  -0,5
*	    34,9220	 1	352,36	 83,45	   2,0	  11,1	  14,8	  15,7	  17,3	  18,1	  18,0	  -0,6
*	    39,8744	 1	344,06	 92,83	  -0,8	   8,2	  12,0	  12,8	  14,4	  15,1	  15,0	  -4,1
*	    40,0610	 1	344,15	 83,85	  -0,9	   8,1	  11,9	  12,7	  14,3	  15,0	  14,9	  -4,2
*	    45,8030	 1	337,13	 92,50	  -3,8	   5,2	   8,9	   9,8	  11,4	  12,1	  11,8	  -7,8
*	    45,9700	 1	337,21	 84,29	  -3,9	   5,1	   8,9	   9,7	  11,3	  12,0	  11,7	  -7,9
*	    52,2861	 1	331,36	 92,21	  -6,8	   2,3	   6,0	   6,9	   8,4	   9,1	   8,6	 -11,6
*	    52,4360	 1	331,43	 84,73	  -6,8	   2,2	   6,0	   6,8	   8,4	   9,0	   8,5	 -11,7
s	    27,3537	 5	185,92	 29,95	  21,7	  32,1	  36,0	  36,2	  37,8	  40,3	  40,3	  20,6
s	    27,6717	 2	 21,94	101,57	  24,6	  33,8	  37,6	  38,4	  40,0	  40,9	  39,7	  19,3
s	    27,9186	 2	 22,17	 77,10	  23,5	  32,8	  36,6	  37,2	  38,8	  40,4	  39,7	  19,2
*	    29,7993	 1	269,78	101,91	  -3,5	   6,0	   9,8	  10,7	  12,3	  13,1	  12,4	  -7,4
s	    30,0971	 3	 21,82	113,28	  22,8	  32,1	  35,8	  36,3	  37,9	  39,6	  39,0	  18,3
s	    30,3290	 3	 22,28	 66,38	  23,3	  32,8	  36,5	  37,1	  38,7	  40,3	  39,7	  19,8
s	    30,5296	 5	 35,15	166,83	  21,7	  31,8	  35,5	  35,7	  37,3	  40,0	  39,4	  19,5
s	    31,6634	 5	 39,03	 13,48	  20,0	  30,0	  33,6	  33,5	  35,1	  38,5	  38,4	  17,6
*	    32,0230	 1	276,25	100,87	 -12,5	  -3,0	   0,8	   1,7	   3,3	   4,1	   3,4	 -16,7
s	    33,6327	 4	 21,70	122,61	  22,3	  32,0	  35,8	  36,3	  37,9	  39,5	  38,8	  18,6
s	    34,0769	 6	188,14	154,92	  21,1	  31,4	  35,3	  35,8	  37,3	  38,9	  38,5	  18,2
s	    34,2681	 4	 22,40	 56,53	  20,7	  30,3	  34,0	  34,2	  35,8	  38,2	  37,8	  16,8
s	    34,6055	 6	185,67	 24,62	  18,4	  28,9	  32,7	  32,6	  34,1	  37,4	  37,5	  16,5
s	    35,7001	 8	189,59	150,79	  18,5	  29,7	  33,7	  33,9	  35,4	  37,7	  37,9	  17,5
s	    36,2403	 2	192,94	 89,50	  22,0	  31,6	  35,5	  36,4	  37,9	  38,6	  37,6	  16,4
s	    36,8177	 3	193,03	 98,95	  21,7	  31,4	  35,3	  36,2	  37,7	  38,4	  37,4	  16,1
s	    37,0159	 3	192,84	 79,37	  20,7	  30,5	  34,4	  35,0	  36,5	  37,9	  37,3	  16,0
s	    38,4975	 6	 34,72	169,11	  18,4	  28,6	  32,2	  32,1	  33,7	  37,1	  36,7	  15,2
s	    38,5011	 5	 21,58	130,89	  19,7	  29,4	  33,1	  33,3	  34,9	  37,3	  36,8	  15,4
s	    38,7841	 4	193,13	108,59	  20,1	  29,9	  33,8	  34,3	  35,8	  37,3	  36,8	  15,4
s	    38,9743	 4	192,74	 70,50	  20,6	  30,6	  34,5	  35,0	  36,6	  38,0	  37,6	  16,9
s	    39,0690	 6	 39,39	 11,45	  18,8	  29,2	  32,9	  32,7	  34,4	  37,7	  37,3	  16,6
s	    39,5089	 2	 96,56	 99,15	  20,7	  30,5	  35,3	  36,4	  38,0	  39,0	  37,7	  16,9
*	    40,4757	 1	107,65	 98,40	  -3,5	   6,1	  10,9	  12,0	  13,7	  14,6	  13,3	  -7,5
s	    41,5849	 7	185,43	 21,06	  17,4	  28,3	  32,1	  32,0	  33,5	  36,8	  36,7	  15,8
s	    41,5849	 7	188,39	158,80	  17,9	  28,4	  32,2	  32,4	  33,9	  36,2	  35,9	  14,2
*	    41,5897	 1	117,58	 85,31	  -6,7	   2,8	   6,6	   7,5	   9,1	   9,8	   8,8	 -12,1
s	    41,7214	 5	193,23	116,67	  19,9	  30,1	  34,0	  34,5	  36,0	  37,5	  36,9	  15,9
s	    42,2572	 5	192,64	 61,92	  18,2	  28,4	  32,2	  32,4	  33,9	  36,2	  36,0	  14,2
s	    43,7491	 6	 21,47	137,11	  19,0	  29,2	  32,9	  33,1	  34,7	  37,1	  36,4	  15,2
*	    44,0088	 1	 56,22	 87,29	  -2,0	   7,1	  10,8	  11,6	  13,2	  14,1	  12,7	  -8,5
*	    52,6232	 1	 63,71	 87,70	  -6,0	   3,1	   6,8	   7,6	   9,2	  10,0	   8,3	 -13,6
s	    44,0708	 1	296,40	 89,17	  21,6	  31,1	  35,0	  35,8	  37,4	  38,1	  37,1	  15,9
*	    55,3487	 1	329,22	 85,45	  -2,2	   7,3	  11,1	  12,0	  13,5	  14,2	  12,8	  -9,3
*	    45,7322	 1	309,96	 84,28	   2,0	  11,5	  15,3	  16,2	  17,7	  18,5	  17,4	  -3,9
*	    45,4052	 1	283,58	 83,72	   2,2	  11,7	  15,6	  16,4	  18,0	  18,7	  17,6	  -3,6
s	    44,5644	 2	296,36	 97,25	  21,1	  30,8	  34,6	  35,4	  37,0	  37,8	  36,6	  15,4
s	    44,6056	 6	 22,63	 42,48	  17,4	  27,4	  31,1	  31,0	  32,6	  35,7	  35,4	  13,4
s	    44,6779	 4	 96,51	 63,97	  16,8	  27,0	  31,8	  32,2	  33,8	  36,3	  35,6	  13,6
s	    44,7342	 2	296,44	 80,49	  19,5	  29,1	  32,9	  33,4	  35,0	  36,5	  35,8	  13,8
*	    45,1636	 1	 95,63	 95,64	 -21,7	 -12,0	  -7,3	  -6,2	  -4,5	  -3,7	  -5,0	 -26,3
*	    46,8821	 1	 84,59	 95,35	 -22,4	 -12,8	  -8,0	  -6,9	  -5,3	  -4,4	  -5,9	 -27,3
s	    45,8808	 6	193,33	124,25	  17,4	  27,7	  31,6	  31,7	  33,2	  35,5	  35,1	  13,1
s	    45,9453	 7	 34,32	170,64	  17,4	  28,0	  31,6	  31,5	  33,1	  36,5	  35,8	  14,5
s	    46,2574	 3	296,32	105,61	  19,1	  28,9	  32,6	  33,1	  34,7	  36,2	  35,4	  13,3
s	    46,4220	 3	296,48	 72,78	  19,6	  29,5	  33,3	  33,9	  35,4	  37,0	  36,2	  14,8
s	    47,0941	 7	 39,76	  9,86	  15,7	  26,2	  29,8	  29,4	  31,0	  35,1	  34,8	  12,6
s	    48,7133	 8	188,63	161,50	  17,1	  27,9	  31,8	  31,9	  33,4	  35,7	  35,2	  13,6
s	    48,8182	 4	296,29	112,80	  19,0	  29,1	  32,9	  33,4	  35,0	  36,5	  35,6	  14,0
s	    49,2663	 8	185,17	 18,19	  14,4	  25,4	  29,2	  28,7	  30,3	  34,3	  34,3	  11,9
s	    49,2892	 4	296,51	 65,12	  17,4	  27,4	  31,2	  31,4	  32,9	  35,3	  34,7	  12,4
s	    49,3068	 1	 98,40	 90,29	  20,8	  30,3	  34,1	  35,0	  36,5	  37,2	  36,1	  14,5
*	    59,2493	 1	 70,71	 91,64	  -3,6	   5,9	   9,7	  10,5	  12,0	  12,7	  11,3	 -11,2
*	    50,9715	 1	 86,13	 91,86	  -0,3	   9,2	  13,0	  13,8	  15,4	  16,1	  14,9	  -6,9
*	    49,8038	 1	105,39	 91,92	   0,1	   9,6	  13,4	  14,3	  15,8	  16,5	  15,3	  -6,3
*	    55,6365	 1	 76,01	 85,63	 -13,8	  -4,7	  -1,0	  -0,2	   1,4	   2,2	   4,4	 -16,1
*	    55,4082	 1	 76,01	 88,58	 -13,7	  -4,6	  -0,9	  -0,1	   1,5	   2,3	   4,5	 -15,9
*	    54,1740	 1	 78,62	 85,51	 -13,3	  -4,1	  -0,4	   0,4	   2,0	   2,8	   5,1	 -15,3
*	    53,9405	 1	 78,62	 88,54	 -13,2	  -4,0	  -0,3	   0,5	   2,1	   2,9	   5,2	 -15,2
*	    52,8968	 1	 81,36	 85,39	 -12,7	  -3,6	   0,1	   0,9	   2,5	   3,3	   5,6	 -14,6
*	    52,6586	 1	 81,36	 88,50	 -12,6	  -3,5	   0,2	   1,0	   2,6	   3,4	   5,7	 -14,5
*	    51,8156	 1	 84,22	 85,28	 -12,3	  -3,1	   0,5	   1,4	   2,9	   3,8	   6,1	 -14,0
*	    51,5734	 1	 84,22	 88,44	 -12,2	  -3,0	   0,6	   1,5	   3,1	   3,9	   6,2	 -13,9
*	    50,9404	 1	 87,21	 85,18	 -11,9	  -2,8	   0,9	   1,7	   3,3	   4,1	   6,5	 -13,6
*	    50,6947	 1	 87,21	 88,41	 -11,8	  -2,7	   1,0	   1,8	   3,4	   4,3	   6,6	 -13,4
*	    50,2791	 1	 90,33	 85,08	 -11,7	  -2,5	   1,2	   2,0	   3,6	   4,4	   6,8	 -13,2
*	    50,0309	 1	 90,33	 88,37	 -11,5	  -2,4	   1,3	   2,1	   3,7	   4,5	   6,9	 -13,1
*	    49,8380	 1	 93,54	 85,00	 -11,5	  -2,3	   1,4	   2,2	   3,8	   4,6	   7,0	 -13,0
*	    49,5881	 1	 93,54	 88,33	 -11,4	  -2,2	   1,5	   2,3	   3,9	   4,7	   7,1	 -12,8
*	    49,6210	 1	 96,84	 84,92	 -11,4	  -2,2	   1,4	   2,3	   3,8	   4,7	   7,1	 -12,9
*	    49,3703	 1	 96,84	 88,30	 -11,3	  -2,1	   1,5	   2,4	   4,0	   4,8	   7,2	 -12,7
*	    49,6299	 1	100,22	 84,87	 -11,4	  -2,3	   1,4	   2,2	   3,8	   4,7	   7,1	 -12,9
*	    49,3793	 1	100,22	 88,28	 -11,3	  -2,1	   1,5	   2,3	   3,9	   4,8	   7,2	 -12,7
*	    49,8637	 1	103,63	 84,83	 -11,5	  -2,4	   1,3	   2,1	   3,7	   4,6	   6,9	 -13,0
*	    49,6141	 1	103,64	 88,26	 -11,4	  -2,3	   1,4	   2,2	   3,8	   4,7	   7,1	 -12,9
s	    49,5559	 2	 98,41	 95,85	  18,6	  28,7	  33,6	  34,7	  36,3	  37,1	  35,9	  14,3
s	    49,9115	 2	 98,39	 82,37	  19,5	  29,3	  33,1	  33,7	  35,2	  36,7	  35,9	  14,2
s	    49,9659	 7	 21,35	142,50	  16,3	  26,6	  30,3	  30,1	  31,6	  34,8	  34,3	  11,8
s	    50,4278	 7	 22,74	 37,59	  16,8	  27,2	  30,9	  30,8	  32,4	  35,5	  35,0	  13,3
s	    50,5980	 2	121,62	 90,21	  19,7	  29,7	  33,6	  34,5	  36,0	  36,6	  35,7	  14,0
s	    50,8418	 3	121,65	 95,66	  17,4	  28,1	  33,1	  34,2	  35,8	  36,4	  35,6	  13,8
s	    50,8637	 7	193,43	130,67	  18,0	  28,4	  32,4	  32,8	  34,3	  35,6	  34,9	  13,1
*	    51,1394	 1	115,84	 81,71	 -10,7	  -1,2	   2,6	   3,5	   5,0	   5,7	   4,5	 -17,3
s	    51,1899	 3	121,58	 82,47	  18,3	  28,6	  32,6	  33,2	  34,6	  36,0	  35,5	  13,7
s	    51,3047	 3	 98,43	105,32	  19,1	  28,5	  32,1	  32,6	  34,2	  35,8	  34,5	  11,9
s	    51,4557	 3	 98,38	 75,29	  19,6	  29,2	  32,8	  33,3	  34,9	  36,6	  35,2	  13,4
s	    51,6314	 7	192,44	 48,24	  16,4	  26,7	  30,6	  30,8	  32,2	  34,3	  34,0	  11,4
s	    52,5019	 5	296,25	119,76	  16,7	  26,9	  30,7	  30,8	  32,4	  34,7	  34,0	  11,4
s	    52,5543	 4	121,70	104,94	  17,9	  27,9	  31,6	  32,1	  33,6	  35,2	  34,1	  11,5
s	    52,7022	 4	121,54	 75,52	  18,4	  28,5	  32,3	  32,8	  34,4	  35,9	  34,9	  13,0
s	    52,7977	 5	296,55	 58,74	  17,1	  27,6	  31,4	  31,6	  33,1	  35,5	  34,8	  12,8
s	    53,4086	 4	 98,37	 69,73	  14,8	  25,3	  30,2	  30,7	  32,2	  34,5	  34,0	  11,2
s	    53,6607	 4	 98,44	112,00	  19,0	  28,8	  32,5	  32,9	  34,5	  36,2	  34,7	  12,7
s	    53,6849	 2	 19,89	 89,93	  20,0	  29,5	  33,4	  34,3	  35,8	  36,3	  35,2	  13,2
s	    53,9992	 8	 33,89	171,88	  14,5	  25,1	  28,8	  28,3	  29,8	  34,0	  33,4	  10,6
