#HEADER
CATT-Acoustic v8.0b    Copyright © CATT 1988-2003

 Project                : Aula Optica 

 GEOMETRICAL INFORMATION
 Src id and loc     [m] :   A0           0,400        0,600        1,300
 Rec id and loc     [m] :   09           3,000        4,600        1,200

 09       13,8988

 VARIABLE SOURCE DATA
 Directivity
   Type (library)       :  OMNI.SD0
   Dir. Index (DI) [dB] :       0,0      0,0      0,0      0,0      0,0      0,0      0,0      0,0
 Level
   On axis 1m      [dB] :      54,1     63,1     66,8     67,7     69,4     70,6     70,6     54,2
   Total power     [dB] :      65,0     74,0     77,7     78,6     80,3     81,5     81,5     65,1
   Auxiliary delay [ms] :       0,0

 VARIABLE AIR DATA
 Temperature       [°C] :      20
 Relative humidity  [%] :      50
 Density        [kg/m³] :       1,2
 Sound speed      [m/s] :     343
 Impedance      [Ns/m³] :     412
 Diss. coeff. [0.001/m] :      0,10     0,30     0,63     1,07     2,28     6,83    24,23    83,90      (estimated)

#DATAFIELDS
 TYPE DELAY ORDER AZIMUTH ELEVATION SPL125 SPL250 SPL500 SPL1K SPL2K SPL4K SPL8K SPL16K
#DATA
d	     0,0000	 0	144,10	 90,48	  40,5	  49,5	  53,2	  54,1	  55,8	  56,9	  56,5	  38,9
s	     1,0157	 1	145,06	112,96	  37,2	  46,9	  51,7	  52,8	  54,5	  55,6	  55,3	  37,6
*	     2,8352	 1	112,78	112,32	  15,1	  24,8	  29,6	  30,7	  32,4	  33,5	  33,1	  15,2
*	     8,5470	 1	 62,37	112,35	   8,8	  18,5	  23,3	  24,4	  26,1	  27,2	  26,6	   8,2
*	    18,1740	 1	 32,62	104,65	  -0,8	   8,9	  13,7	  14,8	  16,5	  17,5	  16,7	  -2,6
s	     1,3950	 1	136,77	 90,87	  38,5	  48,0	  51,8	  52,7	  54,4	  55,4	  55,3	  37,5
*	    27,7465	 1	 29,54	 93,99	  -3,3	   6,2	  10,0	  10,9	  12,5	  13,3	  12,6	  -7,5
*	     9,9716	 1	 68,66	 97,21	  11,2	  20,7	  24,6	  25,5	  27,1	  28,0	  27,7	   9,2
*	     1,9662	 1	129,35	 95,78	  24,7	  34,2	  38,1	  39,0	  40,6	  41,6	  41,5	  23,7
*	    20,9241	 1	 39,89	 78,52	 -10,2	  -1,0	   2,7	   3,5	   5,2	   6,2	   9,2	  -8,6
*	    20,4644	 1	 39,58	 86,41	  -9,8	  -0,6	   3,1	   3,9	   5,6	   6,6	   9,6	  -8,2
*	    17,8440	 1	 45,97	 77,33	  -7,7	   1,5	   5,1	   6,0	   7,6	   8,7	  11,7	  -5,8
*	    17,3373	 1	 45,66	 86,04	  -7,2	   1,9	   5,6	   6,5	   8,1	   9,1	  12,2	  -5,2
*	    14,9337	 1	 53,44	 76,08	  -5,2	   4,0	   7,6	   8,5	  10,1	  11,2	  14,3	  -2,9
*	    14,3749	 1	 53,14	 85,65	  -4,6	   4,5	   8,2	   9,1	  10,7	  11,8	  14,9	  -2,3
*	    12,2483	 1	 62,46	 74,87	  -2,7	   6,4	  10,1	  11,0	  12,6	  13,7	  16,9	  -0,1
*	    11,6346	 1	 62,21	 85,26	  -2,0	   7,1	  10,8	  11,7	  13,3	  14,4	  17,6	   0,7
*	     9,8503	 1	 72,99	 73,94	  -0,4	   8,8	  12,5	  13,3	  15,0	  16,1	  19,3	   2,5
*	     9,1830	 1	 72,82	 84,97	   0,4	   9,6	  13,3	  14,1	  15,8	  16,9	  20,2	   3,4
*	     7,7972	 1	 84,57	 73,50	   1,7	  10,9	  14,6	  15,4	  17,1	  18,2	  21,5	   4,9
*	     7,0816	 1	 84,51	 84,85	   2,7	  11,8	  15,5	  16,4	  18,0	  19,1	  22,5	   5,9
*	     6,1220	 1	 96,38	 73,72	   3,6	  12,8	  16,5	  17,3	  19,0	  20,1	  23,5	   7,0
*	     5,3636	 1	 96,44	 84,95	   4,6	  13,8	  17,5	  18,3	  20,0	  21,1	  24,5	   8,1
*	     4,8234	 1	107,43	 74,52	   5,3	  14,5	  18,2	  19,0	  20,7	  21,8	  25,2	   8,9
*	     4,0189	 1	107,60	 85,22	   6,5	  15,6	  19,3	  20,2	  21,8	  23,0	  26,4	  10,1
*	     3,8757	 1	117,14	 75,67	   7,1	  16,3	  20,0	  20,8	  22,5	  23,6	  27,1	  10,8
*	     3,0024	 1	117,37	 85,62	   8,5	  17,7	  21,4	  22,2	  23,9	  25,0	  28,5	  12,3
*	     3,2609	 1	125,26	 76,96	   9,3	  18,4	  22,1	  23,0	  24,6	  25,8	  29,2	  13,0
*	     2,2622	 1	125,53	 86,05	  11,3	  20,5	  24,2	  25,0	  26,7	  27,8	  31,3	  15,2
s	     2,3236	 2	137,56	111,45	  35,8	  45,9	  50,9	  52,0	  53,7	  54,7	  54,7	  36,8
s	     2,3628	 1	142,76	 60,41	  36,9	  46,1	  49,7	  50,2	  51,9	  53,8	  53,7	  35,1
*	    87,9326	 1	257,96	 81,91	 -21,3	 -11,5	  -7,6	  -6,9	  -5,4	  -4,1	  -6,4	 -30,1
*	    88,5972	 1	268,11	 81,78	 -21,5	 -11,6	  -7,8	  -7,0	  -5,5	  -4,2	  -6,5	 -30,4
*	    91,8703	 1	278,20	 81,90	 -22,3	 -12,4	  -8,6	  -7,8	  -6,3	  -5,1	  -7,5	 -31,6
*	    71,6268	 1	256,02	 80,83	 -16,8	  -6,9	  -3,1	  -2,3	  -0,8	   0,6	  -1,2	 -23,5
*	    72,3842	 1	268,33	 80,63	 -16,9	  -7,1	  -3,2	  -2,5	  -0,9	   0,5	  -1,4	 -23,8
*	    76,2197	 1	280,52	 80,85	 -18,0	  -8,2	  -4,3	  -3,6	  -2,0	  -0,7	  -2,7	 -25,4
*	    55,4333	 1	253,06	 79,22	 -11,3	  -1,4	   2,5	   3,2	   4,8	   6,3	   4,9	 -16,0
*	    56,3069	 1	268,65	 78,87	 -11,5	  -1,6	   2,3	   3,0	   4,6	   6,1	   4,6	 -16,3
*	    60,9267	 1	284,04	 79,30	 -13,1	  -3,2	   0,7	   1,4	   3,0	   4,5	   2,9	 -18,5
*	    39,4624	 1	247,99	 76,60	  -4,4	   5,5	   9,4	  10,1	  11,7	  13,4	  12,3	  -7,1
*	    40,4741	 1	269,24	 75,80	  -4,6	   5,3	   9,1	   9,9	  11,5	  13,1	  12,1	  -7,5
*	    46,2542	 1	289,95	 76,81	  -7,1	   2,7	   6,6	   7,4	   8,9	  10,5	   9,3	 -10,7
*	    24,0270	 1	237,76	 71,76	   4,7	  14,5	  18,4	  19,2	  20,8	  22,5	  21,9	   3,8
*	    25,1551	 1	270,55	 69,25	   4,6	  14,5	  18,3	  19,1	  20,7	  22,5	  21,8	   3,6
